,total_companies,has_income_statement,has_balance_sheet,has_cash_flow,all_statements,quarters_available,has_income_statement_pct,has_balance_sheet_pct,has_cash_flow_pct,all_statements_pct
2025 Q2,6,6,6,0,0,"defaultdict(<class 'int'>, {'5PAISA': 6, 'ARIHANTCAP': 7, 'EIMCOELECO': 6, 'MICEL': 6, 'TAKE': 7, 'UMIYA-MRO': 7})",100.00,100.00,0.00,0.00
